combined loss time batch batch_per cutoff hidden l1 l2 latent msg
0.03303245401714525 0.08284636376396058 11.749702453613281 180.0 14.0 20.0 292.0 0.0001386695025007478 5.390440883749894e-07 82.0 4.0
0.03316386768733803 0.08301410792786398 11.560133218765259 162.0 15.0 20.0 317.0 0.00019506679052267722 7.718636240519816e-07 96.0 6.0
0.03322725719633216 0.08322452181861514 10.198279619216919 150.0 14.0 21.0 514.0 0.0001502042343948935 3.733846654976789e-07 88.0 4.0
0.03340843882039649 0.08309383637532679 12.344703435897827 151.0 17.0 21.0 293.0 0.00015743018884857804 2.380321469868949e-07 84.0 5.0
0.03341430968373051 0.08334536915461767 11.038412809371948 167.0 14.0 20.0 303.0 0.00019593300409042363 5.212931782822458e-07 96.0 4.0
0.0334849136224344 0.08314154250217771 12.464104175567627 179.0 15.0 21.0 277.0 0.00012846059370413978 4.3910506135812034e-07 88.0 4.0
0.03356133599436145 0.08340480079373783 11.607897281646729 177.0 14.0 20.0 521.0 0.00023047286177552788 5.455180270029744e-07 97.0 4.0
0.033567481921773876 0.08353908007547736 10.656417608261108 146.0 15.0 21.0 701.0 0.00023589521664081804 5.271493370566555e-07 90.0 5.0
0.03366244888375403 0.08347268657789704 11.786516904830933 181.0 14.0 21.0 291.0 0.0001300672983464641 3.480912776881797e-07 83.0 4.0
0.03371375590945684 0.08307300616467417 13.515547275543213 212.0 14.0 21.0 295.0 0.00022690831214084293 5.154405762433673e-07 87.0 4.0
0.03374150769171804 0.08342553304903436 12.363374710083008 165.0 16.0 21.0 286.0 0.00021096658971274753 2.340797633404193e-07 84.0 4.0
0.03382259158467869 0.0837996874770073 10.589864015579224 146.0 15.0 21.0 257.0 0.0001306668132697247 3.459525923556948e-07 89.0 4.0
0.03391922729104191 0.08391856498458758 9.90286111831665 147.0 14.0 21.0 292.0 0.00021995150869468896 2.69642105283863e-07 86.0 4.0
0.03393281822116084 0.08352571466694707 12.729447603225708 184.0 15.0 21.0 289.0 0.0001875728399310909 5.231372691063222e-07 82.0 6.0
0.033955014909858826 0.08141826507937659 18.09482502937317 303.0 12.0 20.0 992.0 4.513164570533057e-05 2.6785372408687113e-06 125.0 117.0
0.03397842710925658 0.08347674341218601 13.072128534317017 189.0 15.0 21.0 522.0 0.00021977017293431508 4.3480905299471003e-07 88.0 4.0
0.03403661459142866 0.08361654514219703 7.823138236999512 164.0 10.0 21.0 275.0 0.0002138127073860101 5.138401429703539e-07 86.0 6.0
0.03405597774250184 0.08378875520494249 12.166280746459961 174.0 15.0 21.0 275.0 0.00017419956525552196 5.327724961688107e-07 84.0 5.0
0.03406011146495254 0.08336980052896448 13.691518306732178 185.0 16.0 21.0 522.0 0.00020318502751228752 4.6186948908895576e-07 97.0 4.0
0.03406314546568912 0.08404893440082803 10.463496685028076 172.0 13.0 21.0 274.0 0.0001273502868737235 5.064759676045047e-07 82.0 4.0
0.0340710319066724 0.08368585124073258 12.652421712875366 166.0 16.0 21.0 294.0 0.0002455863307227882 4.989582820362046e-07 96.0 5.0
0.03428350865085935 0.08409994958069524 11.77223014831543 28.0 58.0 20.0 137.0 1.2225261812844224e-07 0.001123434268408355 29.0 107.0
0.03434831153205275 0.08387369166083514 12.99588942527771 187.0 15.0 21.0 263.0 0.00013943882763893962 3.4499667043869093e-07 96.0 4.0
0.03434898524758958 0.08434265454610189 10.308343410491943 140.0 15.0 21.0 280.0 0.00015383154867462876 4.829172057917403e-07 92.0 6.0
0.03444315656099364 0.08418813571333886 12.12472128868103 160.0 16.0 21.0 294.0 0.00022301142288883293 6.695630076548175e-07 85.0 4.0
0.03446402334483562 0.08418436781199956 12.235756397247314 174.0 15.0 21.0 712.0 0.00013105131906366015 4.013608637011369e-07 92.0 5.0
0.03448923916891083 0.08386097070963486 13.522616147994995 184.0 16.0 21.0 280.0 0.000198221632477166 4.365292773060195e-07 92.0 5.0
0.03463655744994817 0.08449705384064336 11.537476539611816 177.0 14.0 21.0 283.0 0.005918598422036562 2.6242967260934097e-07 95.0 5.0
0.03465435393088718 0.08464006427421257 10.468915462493896 157.0 14.0 21.0 294.0 0.00024347064394036294 3.029131165911216e-07 93.0 5.0
0.034692016757845355 0.08184961505319881 18.838873863220215 20.0 87.0 20.0 308.0 1.250892846292592e-08 0.00034803171798304845 706.0 444.0
0.034753742233557074 0.08445501363638676 12.329308986663818 176.0 15.0 21.0 533.0 0.00013400630867339537 5.896292269649775e-07 95.0 5.0
0.03488552877248564 0.08481990561193349 11.035072326660156 168.0 14.0 21.0 284.0 0.00011887112201789306 3.3493932084395073e-07 90.0 6.0
0.03491758770224209 0.0849168264298212 10.1067476272583 150.0 14.0 20.0 246.0 0.0001911347696498378 5.604930346884962e-07 80.0 5.0
0.03495120539968514 0.08466741354890572 12.27151370048523 172.0 15.0 21.0 269.0 0.00020530268291708948 5.863046018127008e-07 86.0 5.0
0.0350267359584295 0.08492913276144544 11.27873945236206 159.0 15.0 21.0 271.0 0.00018705332219523033 3.862115179772814e-07 96.0 5.0
0.0352095030152117 0.08519326001748272 10.504790544509888 145.0 15.0 21.0 519.0 0.00014478262163347686 5.967829358729382e-07 99.0 5.0
0.03523566574232846 0.08510687598934422 11.48676323890686 176.0 14.0 21.0 269.0 0.00013889777006903474 4.959007240630865e-07 92.0 4.0
0.03534027859165686 0.0844772327311185 14.297137975692749 196.0 16.0 21.0 273.0 0.00020994730168815621 3.450870432988304e-07 82.0 5.0
0.03541331600810137 0.08525523638484454 11.663982629776001 165.0 15.0 21.0 295.0 0.005744852194069365 4.009312363639207e-07 94.0 4.0
0.03549503845328601 0.08501136311313562 13.08561658859253 190.0 15.0 21.0 279.0 0.0001428648467249728 2.6287944635790195e-07 98.0 4.0
0.03580016326979895 0.08576983204193193 9.34399700164795 149.0 13.0 21.0 543.0 0.00011430252157176477 3.599211748268643e-07 82.0 5.0
0.036124887040985314 0.08567857006449758 7.705124855041504 108.0 15.0 21.0 286.0 0.00014553222155063805 2.76525545067093e-07 89.0 5.0
0.03735409506101554 0.08316966507369115 22.05822229385376 57.0 70.0 21.0 431.0 0.00047231957862230395 3.332897173896806e-10 55.0 249.0
0.03760547702437594 0.08382458709790275 21.31452465057373 356.0 14.0 21.0 533.0 0.0002020579808608749 4.883374574028298e-07 96.0 5.0
0.037825146387461206 0.08770309500906566 11.50067663192749 16.0 73.0 19.0 212.0 1.8928923777951652e-08 3.1833144489493336e-07 110.0 4.0
0.03982506028752647 0.0898053686282438 10.593620300292969 161.0 14.0 22.0 279.0 0.0002454500215662856 3.039087584913373e-07 92.0 5.0
0.039870653424374826 0.08986799567798717 10.214263677597046 153.0 14.0 22.0 284.0 0.00021405273409803058 3.0562272859559397e-07 90.0 4.0
0.04030619421209786 0.09024838079889137 11.044874668121338 166.0 14.0 22.0 262.0 0.0001738071900658065 3.2798698034875763e-07 84.0 4.0
0.040510032726033374 0.0904741332644508 10.816868305206299 165.0 14.0 22.0 269.0 0.0002024150005389498 4.545695169317029e-07 86.0 5.0
0.04068660567906969 0.0903496283453864 12.720755815505981 185.0 15.0 22.0 283.0 0.00015766105973604485 3.503313462275125e-07 82.0 5.0
0.0407685115215895 0.09076850823450866 9.9924635887146 149.0 14.0 22.0 291.0 0.00021806066625465215 4.092307063424264e-07 97.0 6.0
0.04092161429352143 0.08006893772827951 2.78525447845459 10.0 19.0 20.0 102.0 0.010762237816794749 1.379038636600233e-07 153.0 9.0
0.04106366917404768 0.09106280666977833 9.878182649612427 147.0 14.0 22.0 257.0 0.0001635856250514426 5.561548128288757e-07 94.0 5.0
0.041260482850540986 0.09125975049643152 10.113853693008423 166.0 12.0 19.0 342.0 1.3880849161481761e-05 7.831264889521676e-06 77.0 3.0
0.04135483989505656 0.09116431315373714 12.003343105316162 186.0 14.0 22.0 285.0 0.0001291582957052979 6.22186291368163e-07 88.0 5.0
0.04149347377329444 0.09140194578123798 11.352458715438843 174.0 14.0 22.0 272.0 0.00015255400116758684 5.482568427318594e-07 82.0 4.0
0.04150216544053535 0.09126842431752531 12.24532175064087 238.0 11.0 19.0 342.0 4.79857905449875e-05 1.4234014442581076e-06 107.0 3.0
0.04153941397462393 0.09139725195909451 11.713169574737549 167.0 15.0 22.0 270.0 0.00014948968572632245 4.912801746763629e-07 83.0 4.0
0.041703663900520827 0.08002755065562309 37.91458296775818 24.0 202.0 20.0 113.0 0.00016671411557760574 3.3051634372636144e-10 90.0 4.0
0.041757591485994096 0.0917447096817977 9.533605813980103 154.0 13.0 22.0 264.0 0.00016594828645577058 5.772802956266917e-07 96.0 4.0
0.041768988526093086 0.09119606763124466 13.736861228942871 184.0 16.0 22.0 531.0 0.00019404974431946385 2.0056515037558353e-07 89.0 5.0
0.041893953004407805 0.09157627062364058 12.676208019256592 240.0 11.0 19.0 333.0 1.2024654907263501e-05 1.2648241074779003e-06 110.0 3.0
0.042068089085921564 0.09183313165392194 12.26871657371521 192.0 14.0 22.0 272.0 0.00021567877747483727 3.816178027255969e-07 82.0 4.0
0.04207151924510259 0.09201449532794137 11.061004877090454 156.0 15.0 22.0 290.0 0.00019393555301100692 4.0394429306191907e-07 86.0 4.0
0.042117313901331006 0.09180666501404809 12.650838851928711 183.0 15.0 22.0 536.0 0.00023345188930637442 6.894706485345813e-07 96.0 4.0
0.042166006999758816 0.09182469699545145 12.796255350112915 186.0 15.0 22.0 266.0 0.00015828370395506097 5.975742926107668e-07 92.0 4.0
0.04218339892711092 0.09209471513450397 11.341685771942139 79.0 27.0 19.0 345.0 5.721020577778814e-05 1.2717134266025871e-06 43.0 3.0
0.042197356176458416 0.09186827341715495 12.740726709365845 182.0 15.0 22.0 268.0 0.00020122176950226214 4.959088685771481e-07 87.0 4.0
0.042238301030518385 0.09222837362447248 10.430720567703247 141.0 15.0 22.0 299.0 0.005524375183536949 3.7308346116899875e-07 87.0 4.0
0.0423117916342879 0.09138630687326625 14.997684717178345 345.0 10.0 22.0 293.0 0.00024164257838519575 4.2200565129151645e-07 86.0 4.0
0.04231244021868643 0.09227741678417352 10.82491683959961 164.0 14.0 22.0 520.0 0.0002044957403731095 4.711090289229823e-07 95.0 5.0
0.042447643469663725 0.09205000875698406 13.059592723846436 189.0 15.0 22.0 258.0 0.00022228025605085504 3.079570790289352e-07 93.0 6.0
0.042635231293531056 0.0826305045400347 2.826040029525757 25.0 14.0 20.0 281.0 0.0005360953602267558 2.8835569492985284e-10 94.0 5.0
0.042648449565375834 0.0921599547875109 13.450235605239868 197.0 15.0 22.0 266.0 0.005164369608169498 3.309771890904808e-07 84.0 4.0
0.0427343015947644 0.09265396478843531 11.281907081604004 173.0 14.0 22.0 293.0 9.729591566307172e-05 5.120048154328452e-07 84.0 4.0
0.04291661461256957 0.08541694581508637 3.2752315998077393 25.0 16.0 21.0 700.0 0.0002653537590144102 4.327367364589247e-10 83.0 4.0
0.04292680020740915 0.09283309185366834 11.394549369812012 74.0 28.0 19.0 318.0 5.2944420571270443e-05 1.0163928253494903e-06 70.0 3.0
0.04299333443530745 0.0929112984583928 8.849252939224243 140.0 13.0 22.0 558.0 0.005382744553670154 6.188079276495593e-07 84.0 6.0
0.043122342693764006 0.09286479185836158 12.419931411743164 236.0 11.0 19.0 377.0 5.525542106452598e-05 1.1269512135869844e-06 108.0 3.0
0.043171348272717736 0.09292224103754217 8.07940149307251 140.0 11.0 19.0 840.0 2.110994175059852e-05 1.8390162328771089e-06 71.0 371.0
0.043172625895091694 0.09316142745639967 9.557289361953735 138.0 14.0 22.0 293.0 0.006308231772736553 6.624026733586743e-07 84.0 4.0
0.043325573926079886 0.09305156269827443 12.511234521865845 82.0 29.0 19.0 343.0 4.768249774296885e-05 1.1738399317854844e-06 111.0 3.0
0.0433433678156758 0.09322643850863883 11.577956199645996 179.0 14.0 22.0 296.0 0.0002552429422907719 2.8597965225544775e-07 82.0 5.0
0.04348433374862169 0.09210392235988425 16.49646520614624 114.0 29.0 19.0 326.0 4.901636106357051e-06 9.550966619449534e-07 110.0 3.0
0.043540302955630744 0.09335608114442177 12.023212432861328 187.0 14.0 22.0 272.0 0.00013689532964722978 5.690373800542747e-07 84.0 5.0
0.04375514282065113 0.09345395385454862 12.661977767944336 16.0 78.0 19.0 111.0 2.1760589771465578e-08 9.48420231918267e-10 107.0 1.0
0.04381225780557348 0.09285542205139831 15.209965705871582 112.0 26.0 19.0 339.0 1.7628729475691286e-05 2.9644623469402406e-06 103.0 3.0
0.04383009894415449 0.09277770668926964 15.521732091903687 78.0 29.0 19.0 323.0 3.689950236009395e-06 7.511104809545025e-09 107.0 7.0
0.04421215205557616 0.09419880638192425 10.512951850891113 156.0 14.0 22.0 262.0 0.00014702293227085496 5.821787813584092e-07 85.0 6.0
0.04431981340530983 0.09365619261061522 14.21730089187622 178.0 17.0 22.0 291.0 0.005726643118241357 3.229394053095072e-07 89.0 4.0
0.04437835226007933 0.09392232729329003 13.39408540725708 192.0 15.0 22.0 306.0 0.00023848302003624182 3.0342418791786194e-07 91.0 4.0
0.044595310022706364 0.09325472170248963 6.066742420196533 56.0 19.0 22.0 128.0 7.505630470282056e-07 0.0028685505316913456 947.0 85.0
0.044739632638204754 0.08301579005091884 40.16536784172058 29.0 194.0 21.0 286.0 0.00024134991247419017 3.338167511987051e-07 25.0 5.0
0.0447422889035301 0.09412937153200185 7.118542432785034 14.0 46.0 19.0 196.0 3.113277977597018e-06 7.799038699862847e-10 66.0 1.0
0.04474583253247869 0.09445220227456438 12.6576988697052 238.0 11.0 19.0 242.0 0.018525927546012073 5.093619758410288e-06 107.0 3.0
0.04542690845621797 0.08738647159097229 3.0473082065582275 29.0 14.0 21.0 286.0 0.00020190730766927306 3.8694555106707837e-10 81.0 4.0
0.04599432890888648 0.08303629528392445 2.2907333374023438 25.0 11.0 21.0 269.0 0.00021079678829648385 6.076726138602822e-07 92.0 6.0
0.046003112609331535 0.09541784830329832 14.005377054214478 22.0 77.0 19.0 120.0 0.0001535422543489688 7.683418976326566e-10 189.0 4.0
0.04641694900350313 0.08693067439190753 2.73922061920166 22.0 14.0 21.0 696.0 0.00019802790710923336 3.7229134621708844e-10 99.0 5.0
0.04655948266392598 0.08532595992088318 2.4740898609161377 25.0 12.0 21.0 304.0 0.0002752022060275888 3.121678171068502e-05 90.0 5.0
0.04659019103552289 0.09048165305186126 28.923523426055908 236.0 26.0 19.0 340.0 4.642505465570451e-05 1.1674487593808912e-06 103.0 3.0
0.04688965861062597 0.08770889114765894 2.7708981037139893 24.0 14.0 20.0 154.0 5.7153683724448484e-05 3.6211642991991185e-07 166.0 1.0
0.047092865418276605 0.0903801663716634 3.276151657104492 15.0 20.0 19.0 161.0 6.879421196246922e-05 1.4417459926133038e-05 176.0 4.0
0.04714513483714869 0.08831032242093767 2.821375846862793 25.0 14.0 20.0 289.0 0.005406673246738344 5.653707241674586e-07 92.0 5.0
0.04752937363260782 0.08296616411209107 2.066476345062256 25.0 10.0 20.0 291.0 0.0013520105829284278 4.1131615591203805e-07 77.0 5.0
0.047625324375087305 0.08639474958181381 2.430191993713379 24.0 12.0 21.0 170.0 0.00010734375286153046 3.702518257326938e-07 105.0 4.0
0.04800961434577136 0.0908242670694987 32.01053261756897 250.0 27.0 19.0 330.0 6.898822344276449e-05 6.467588573283123e-06 107.0 3.0
0.04812632055444057 0.09019483636332587 33.83342456817627 246.0 29.0 19.0 361.0 1.362413304008924e-06 7.3692770952475e-09 49.0 13.0
0.048143441329235266 0.09151722514440143 30.72471261024475 234.0 28.0 19.0 327.0 1.642381470680423e-05 9.178538531221929e-07 103.0 3.0
0.048211883981366915 0.09060293027064663 33.106889724731445 254.0 28.0 19.0 328.0 5.675859350763829e-05 1.1725967661434134e-06 104.0 3.0
0.04824873983763883 0.0915585032287616 30.919849634170532 246.0 27.0 19.0 321.0 1.5671097801847888e-05 1.0824262978849506e-06 107.0 3.0
0.048349777318503616 0.08179245599014298 53.52343130111694 15.0 329.0 20.0 339.0 0.002998346976110702 2.3082205475659677e-10 74.0 4.0
0.0487678364220945 0.0914205882157088 32.72160744667053 244.0 29.0 19.0 333.0 4.6890748131536105e-05 8.678958898144773e-07 44.0 3.0
0.04876793018187524 0.09091975981613686 33.93253827095032 250.0 29.0 19.0 373.0 1.337137303339209e-05 1.1103650475467193e-06 110.0 3.0
0.048794598152786216 0.09133547141139668 33.00439190864563 228.0 28.0 19.0 356.0 1.70140326209006e-05 5.325157339809816e-06 107.0 3.0
0.04945209673470898 0.09884960957887498 14.253326416015625 16.0 88.0 23.0 125.0 3.214090848517226e-05 3.0343186613634078e-06 115.0 2.0
0.049452344754570804 0.09395677427946394 28.388246297836304 14.0 189.0 19.0 58.0 1.0569955488028177e-08 1.8732011111731151e-07 661.0 5.0
0.04976919911990864 0.09212489315370022 33.89079165458679 46.0 124.0 19.0 246.0 1.4945895125516348e-07 6.100922396435402e-10 76.0 1.0
0.04982965346334153 0.09969328594499408 11.848941802978516 218.0 12.0 23.0 137.0 0.00010204064576074145 2.1923763519536535e-06 76.0 2.0
0.050032398444739105 0.08107264180009913 60.85250735282898 23.0 331.0 20.0 145.0 0.0047348385379426755 3.722654138278912e-07 80.0 5.0
0.05036129781860708 0.090956758470571 38.557355880737305 267.0 32.0 22.0 704.0 0.0008224503900850905 1.4878635974137914e-10 126.0 214.0
0.050449125822339784 0.09145872359924097 37.575494050979614 47.0 118.0 22.0 268.0 1.1112011485362037e-05 2.8456300868515394e-10 495.0 36.0
0.05072769991842146 0.08752228319644928 2.0760958194732666 24.0 10.0 21.0 288.0 0.00021180795215234959 4.431468988186695e-10 82.0 5.0
0.05102019437821225 0.0893364964893521 44.650963306427 12.0 311.0 19.0 208.0 1.0587366231000066e-05 8.123148282335232e-10 33.0 3.0
0.051255347051378054 0.09019902430543113 43.24853467941284 27.0 218.0 22.0 110.0 7.143594259987685e-08 3.721551247629284e-08 87.0 11.0
0.05199864540713037 0.10197154860342703 10.803622245788574 248.0 10.0 23.0 587.0 6.644636963549704e-05 8.20260294944094e-06 46.0 7.0
0.052000466387402314 0.10200045086088634 9.98151159286499 150.0 14.0 23.0 277.0 0.0002250180294923943 6.380489904301197e-07 95.0 6.0
0.05203789840041967 0.10180016984578599 7.9548399448394775 126.0 13.0 23.0 755.0 0.00033513557626172646 9.096694309143272e-07 56.0 2.0
0.05208119455205351 0.10202039538563548 11.228355646133423 208.0 11.0 23.0 890.0 8.133197797916663e-05 1.9946776755586633e-08 59.0 8.0
0.052129734895814156 0.0974627177302654 3.7052347660064697 10.0 26.0 19.0 117.0 0.00012203049273111369 4.184062111040721e-08 103.0 4.0
0.05250069490907977 0.09574105739593505 3.052147626876831 25.0 15.0 22.0 226.0 0.0006929131924535035 4.339623106482939e-10 93.0 5.0
0.05254825055624615 0.10235210492693145 12.323128938674927 80.0 29.0 23.0 351.0 4.5357034710545625e-06 1.208034186909238e-06 105.0 3.0
0.05292332363392524 0.09264420771234451 42.349586963653564 12.0 289.0 19.0 216.0 7.148248196650847e-07 4.029784714743471e-07 110.0 6.0
0.053130746110819374 0.10143187512030412 18.474050045013428 248.0 17.0 23.0 596.0 8.872464505330858e-05 2.5103139718289436e-06 54.0 63.0
0.05352354968955569 0.1033508891151065 12.187479972839355 186.0 14.0 23.0 270.0 0.00020800070609175108 3.410021757740259e-07 90.0 4.0
0.05354473342235622 0.1007351174456799 21.99565362930298 285.0 18.0 23.0 584.0 8.919666903530993e-05 7.145955804810524e-06 47.0 8.0
0.05380403447944135 0.10151785313821446 20.43360185623169 268.0 17.0 23.0 591.0 6.371535670015132e-05 1.335472960917642e-06 52.0 7.0
0.05396705535555518 0.10320580671043517 15.158249378204346 48.0 53.0 23.0 75.0 0.0009627925606904707 2.156570250476018e-06 171.0 1.0
0.05399202919503944 0.09721260037687089 2.993133783340454 24.0 15.0 22.0 148.0 0.006003378619787701 2.0619676805477983e-07 94.0 5.0
0.05406021268865144 0.09393181063912132 2.3437960147857666 25.0 11.0 22.0 523.0 0.00012518551055505203 3.127560779344518e-07 97.0 4.0
0.05431252999370311 0.10382645554738502 7.161409139633179 146.0 10.0 23.0 612.0 4.640006883178304e-05 7.366653924918514e-06 43.0 59.0
0.054331210770526744 0.1036711744040497 14.752359390258789 132.0 22.0 18.0 407.0 0.0005703188108452584 8.024891285870732e-08 131.0 10.0
0.054366124284379286 0.10165663623541678 21.826258420944214 33.0 97.0 23.0 550.0 4.446998960155888e-06 4.0593580996983473e-10 38.0 2.0
0.055050704118095595 0.09148668418806881 52.93249177932739 237.0 47.0 19.0 348.0 1.8704781896590343e-05 1.984979148809984e-07 73.0 3.0
0.055286110649267806 0.10528346902316378 9.754186391830444 97.0 20.0 18.0 423.0 0.001471892601170022 1.7966614715800835e-05 155.0 10.0
0.055828768390900896 0.09192325308223691 54.62250471115112 976.0 13.0 22.0 524.0 0.006999361697353163 3.515095536945465e-10 97.0 4.0
0.055862648527863094 0.09712373572448424 2.5119075775146484 23.0 13.0 19.0 114.0 0.00012511327200979156 2.7836491022280845e-07 106.0 4.0
0.055944348062630204 0.09435378379291959 2.08011531829834 15.0 12.0 21.0 170.0 0.01995056777335665 2.862546581366596e-05 169.0 7.0
0.055992410791719606 0.1039456636158388 19.95309615135193 67.0 56.0 22.0 253.0 0.04966176297430317 0.00017427393727128748 105.0 507.0
0.056286925178208616 0.08984151699298701 62.40271544456482 23.0 342.0 22.0 291.0 0.00012155532776724646 5.074758281549891e-10 96.0 6.0
0.05665511177746355 0.10640432820682637 12.778971910476685 171.0 16.0 23.0 716.0 0.00028604302978541186 7.086482474371355e-06 73.0 74.0
0.05723147171391675 0.10173861392132648 30.853793382644653 253.0 28.0 23.0 563.0 0.00010009260213236544 2.270797368286019e-06 30.0 3.0
0.05748244283862493 0.10161326566468114 3.1182878017425537 23.0 16.0 22.0 65.0 0.004166906557515611 2.8239847144923778e-08 97.0 5.0
0.05755721056259847 0.10755501271025161 9.771026372909546 103.0 19.0 18.0 164.0 0.0005911233052510932 1.977187547275681e-05 141.0 10.0
0.05790513953781377 0.10421490882759664 3.9190757274627686 67.0 10.0 23.0 178.0 0.0010454897710510844 1.8130135831255944e-07 76.0 15.0
0.05795233061330514 0.10777920484542847 12.289194822311401 102.0 24.0 18.0 418.0 0.0017043191939623233 8.221386626760247e-08 154.0 11.0
0.058124491308796836 0.09068866489458735 67.63227105140686 36.0 285.0 19.0 205.0 0.00036651104979579783 8.561796072903712e-10 173.0 3.0
0.05836963273439048 0.10836961421560734 9.978610754013062 94.0 21.0 18.0 163.0 0.0006611606656575164 9.667555713163636e-08 146.0 31.0
0.05844818627351617 0.10743681206422694 16.463446617126465 170.0 20.0 18.0 408.0 0.0005789309635606552 9.920806290862112e-08 143.0 32.0
0.05852930214798163 0.1084626858884638 11.371923446655273 104.0 22.0 18.0 405.0 0.0005550079446681565 3.873626884605101e-08 154.0 10.0
0.058573482277403915 0.09382316471093789 59.8787796497345 148.0 85.0 19.0 386.0 2.421499863193292e-06 0.005975901663677862 91.0 12.0
0.05899276788178133 0.10344455717346086 31.588584661483765 28.0 155.0 23.0 360.0 1.2245313386264898e-06 1.7789598861384345e-10 44.0 14.0
0.05902460140809045 0.10901709131179677 10.443134546279907 98.0 21.0 18.0 400.0 0.0005643331553203424 1.5798291557444356e-05 129.0 11.0
0.05928533001798356 0.10915942694431165 11.946304082870483 104.0 23.0 18.0 161.0 0.0018425486777181473 9.840565257306888e-08 136.0 10.0
0.05934659497188793 0.10925264634947845 11.661649227142334 102.0 23.0 18.0 165.0 0.0006532472256001646 5.096386136220854e-08 152.0 10.0
0.059685130029982075 0.10967787289304971 10.437928915023804 89.0 23.0 18.0 161.0 0.008785278428380233 5.302338151790408e-08 115.0 16.0
0.05985802217677805 0.1097390882944981 11.896790981292725 104.0 23.0 18.0 98.0 0.001845565919480885 5.172624892550942e-08 148.0 9.0
0.05994498236416517 0.10270788563622368 37.24449276924133 72.0 100.0 23.0 652.0 2.019619017379752e-07 1.0863746487954498e-10 36.0 141.0
